scenario_id,timestamp,rain_gage_id,rainfall_mm
short_intense_rain,2017-06-29 00:38:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:39:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:40:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:41:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:42:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:43:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:44:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:45:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:46:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:47:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:48:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:49:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:50:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:51:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:52:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:53:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:54:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:55:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:56:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:57:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:58:00,rg5427,0.24425
short_intense_rain,2017-06-29 00:59:00,rg5427,0.24426
